gene1_name,gene2_name,cell_line,label
APC,MLH1,A549,1
CDKN1B,GATA3,A549,0
FGFR2,TSC1,A549,0
FLT3,MLH1,A549,0
PAK3,PAK4,A549,0
BCL2,KIT,A549,0
LDHB,PGAM1,A549,0
CASP8,RUNX1,A549,0
CSNK1G1,CSNK1G3,A549,0
BRCA2,SMO,A549,0
H6PD,PDHA1,A549,0
BRAF,FNTA,A549,0
ARID2,SMAD4,A549,0
KCND1,KCND2,A549,0
ENO2,PGK2,A549,0
KCNS1,KCNV2,A549,0
FGFR2,TP53,A549,0
ENO1,GOT1,A549,0
LDHB,MDH2,A549,0
SMARCB1,TYMS,A549,0
LDHC,TPI1,A549,0
ALDOC,HK2,A549,0
PBRM1,ROR1,A549,0
GAPDHS,PGLS,A549,0
PIK3CA,PIK3CG,A549,0
BBC3,BIK,A549,0
GAPDHS,PFKP,A549,0
BRD4,SMARCB1,A549,0
CDKN2A,VHL,A549,0
HSP90AA1,MAPK1,A549,0
ATM,SETD2,A549,0
ALK,PIK3CA,A549,0
DHFR,KIT,A549,0
PPIL1,PPIL2,A549,0
LDHC,PFKL,A549,0
UBE2D2,UBE2L6,A549,0
DHFR,VEGFA,A549,0
MET,ROR1,A549,0
KIT,PDGFRA,A549,0
ENO1,ENO3,A549,0
CDKN1B,PTEN,A549,0
HK2,RPIA,A549,0
JAK2,RRM2,A549,0
BRCA2,MCL1,A549,0
BTK,CDK4,A549,0
EGFR,HDAC6,A549,0
PDHX,PKM,A549,0
AKT1,HDAC1,A549,0
LDHAL6B,MDH1,A549,0
PDHX,PGK2,A549,0
FLT3,GATA3,A549,0
CDKN2A,SRC,A549,0
ATM,PIK3CA,A549,0
APC,BRCA2,A549,0
BCL2L14,BOK,A549,0
BRAF,SMAD4,A549,0
RPL3,RPL3L,A549,0
BRAF,EGFR,A549,0
PFKM,PKM,A549,0
HDAC6,KIT,A549,0
ABL1,HDAC6,A549,0
HDAC6,IGF1R,A549,0
HSP90AA1,JAK2,A549,0
ERBB2,TSC1,A549,0
BRD4,NF1,A549,0
ALDOC,PDHA2,A549,0
FBP2,TKT,A549,0
PARP1,RRM2,A549,0
JAK2,RPS6KB1,A549,0
PDHA1,PFKP,A549,0
LDHA,TALDO1,A549,0
BRAF,KMT2D,A549,0
BRAF,CDK9,A549,0
DNAJC15,DNAJC19,A549,0
HK1,PDHX,A549,0
CDKN2A,RUNX1,A549,0
GAPDH,ME1,A549,0
KDM6A,SRC,A549,0
GATA3,HDAC1,A549,0
APC,MTOR,A549,0
DLAT,PFKL,A549,0
ALDOC,PFKP,A549,0
OBSCN,OBSL1,A549,0
LDHB,TKT,A549,0
ARID1A,NF1,A549,0
DHFR,TYMS,A549,0
YWHAE,YWHAZ,A549,0
BRCA2,PIK3CA,A549,0
AKT2,MAPK1,A549,0
ADA,VEGFA,A549,0
PBRM1,PTEN,A549,0
ATM,MET,A549,0
BRD4,KIT,A549,0
ALDOA,LDHC,A549,0
CDKN2A,MTOR,A549,0
CDH1,SMARCA4,A549,0
MDH2,ME2,A549,0
ALDOB,PKLR,A549,0
FBP2,PFKL,A549,0
CHEK2,KMT2D,A549,0
MAP2K2,MAPK1,A549,0
ALK,IGF1R,A549,0
MAPK1,WEE1,A549,0
ARID1A,TYMS,A549,0
HK2,RPE,A549,0
BBC3,BCL2L14,A549,0
HK2,TALDO1,A549,0
HDAC1,MAP2K1,A549,0
ALDOA,PGK1,A549,0
SMARCB1,VHL,A549,0
PFKM,RPIA,A549,0
FLT3,JAK2,A549,0
AKT1,BRAF,A549,0
CDKN1B,JAK2,A549,0
PRMT6,PRMT8,A549,0
GAPDHS,HK2,A549,0
CYFIP1,CYFIP2,A549,0
GAPDHS,H6PD,A549,0
FBP2,MDH1,A549,0
ENO2,PFKL,A549,0
ARID1A,VEGFA,A549,0
BID,BOK,A549,0
BCL2L1,BRCA1,A549,0
SMARCA4,WEE1,A549,0
PLCB1,PLCB4,A549,0
G6PD,PDHB,A549,0
KCNA3,KCNA7,A549,0
KCNB1,KCNV2,A549,0
CASP6,CASP7,A549,0
BRD4,CDKN1B,A549,0
ADA,PDGFRA,A549,0
NF1,SMO,A549,0
BRAF,JAK2,A549,0
AKT1,KMT2D,A549,0
MTOR,TSC1,A549,0
CDKN1B,PIK3R1,A549,0
CASP8,ERBB2,A549,0
AKT2,RPS6KB2,A549,0
FLT3,PARP1,A549,0
GOT1,ME2,A549,0
ABL1,BRAF,A549,0
ARID1A,RPS6KB1,A549,0
SRC,TSC1,A549,0
ARID1A,TSC1,A549,0
ABL1,CDK9,A549,0
BCL2A1,MCL1,A549,0
ATM,KIT,A549,0
PRKCH,PRKCZ,A549,0
DUSP6,DUSP9,A549,0
MAP3K1,TSC1,A549,1
HK3,PDHB,A549,0
FLT3,MAP2K1,A549,0
PGAM1,TKT,A549,0
AKT1,RUNX1,A549,0
PGAM1,PGK1,A549,0
ALDOA,FBP1,A549,0
CDK6,RUNX1,A549,0
ALDOC,PFKL,A549,0
ATM,CDK9,A549,0
CDK6,KMT2D,A549,0
PGAM2,PGAM4,A549,0
BCL2,BRD4,A549,0
MLH1,RB1,A549,0
PFKP,PGAM1,A549,0
RPS6KB1,SMAD4,A549,0
ADAMTS14,ADAMTS2,A549,0
KIT,PARP1,A549,0
CDK9,MSH6,A549,0
ENO2,RPIA,A549,0
EIF4A2,EIF4A3,A549,0
BTK,CHEK2,A549,0
CDH1,JAK2,A549,0
LDHA,PGAM2,A549,0
CHEK2,MAPK3,A549,0
BRD4,EGFR,A549,0
HK3,PFKL,A549,0
ENO3,LDHC,A549,0
KCNB1,KCNG4,A549,0
BNIP3L,BOK,A549,0
ALDOA,ME1,A549,0
BRAF,MLH1,A549,0
IGF1R,JAK2,A549,0
APC,ARID2,A549,1
LDHA,PFKL,A549,0
GOT1,PKLR,A549,0
MCL1,PARP1,A549,0
ME1,RPE,A549,0
ENO2,ME1,A549,0
MAP3K1,SRC,A549,0
GAPDH,PGD,A549,0
NF1,PIK3R1,A549,0
LDHA,PGK1,A549,0
CDKN1B,WEE1,A549,0
AKT2,CHEK2,A549,0
CDKN2A,KMT2D,A549,0
CDK9,IGF1R,A549,0
MSH6,SRC,A549,0
PSMB6,PSMB9,A549,0
HK1,PGD,A549,0
ARID1A,CDK9,A549,0
CHEK1,JAK2,A549,0
CHEK1,ROR1,A549,0
RPS6KB1,TSC1,A549,0
HK1,HKDC1,A549,0
MDH1,PDHX,A549,0
UBE2E3,UBE2L6,A549,0
PGAM2,PKLR,A549,0
FGFR3,NF1,A549,0
APC,CDKN2A,A549,1
APC,CASP8,A549,1
ARID1A,SMARCB1,A549,0
BIK,PMAIP1,A549,0
HK3,PKM,A549,0
MAP2K1,UBC,A549,0
PFKP,PGK2,A549,0
ENO2,PKM,A549,0
CALM2,TNNC2,A549,0
CHEK2,GATA3,A549,0
FBP1,PDHB,A549,0
CDK4,PIK3CA,A549,0
CASP8,MET,A549,0
BAK1,BNIP3L,A549,0
LDHC,PGLS,A549,0
DLAT,TPI1,A549,0
MTOR,SRC,A549,1
GAPDH,MDH2,A549,0
FAHD2A,FAHD2B,A549,0
CDK6,FLT3,A549,0
CDH1,CDK9,A549,0
HDAC6,PTEN,A549,0
PGK1,TPI1,A549,0
BAK1,BID,A549,0
SRC,VEGFA,A549,0
JAK2,RB1,A549,0
BRD4,FLT3,A549,0
CHEK2,MAP3K1,A549,0
KMT2D,RPS6KB1,A549,0
GAPDHS,PGAM2,A549,0
ERBB2,SMARCA4,A549,0
CASP8,SMAD4,A549,0
HSP90AA1,SMAD4,A549,0
MTOR,NF1,A549,0
KMT2D,SETD2,A549,0
MCL1,WEE1,A549,0
ENO1,HK3,A549,0
CDK9,SETD2,A549,0
ALDOB,GOT1,A549,0
PFKL,PGAM1,A549,0
BAD,BCL2L11,A549,0
FBP1,HK2,A549,0
DLAT,RPE,A549,0
CDKN1B,SRC,A549,0
MDH1,PFKP,A549,0
ENO2,TALDO1,A549,0
ALDOC,ENO1,A549,0
HSP90AA1,KMT2D,A549,0
CDH1,TSC1,A549,0
G6PD,PDHX,A549,0
MDH1,PFKL,A549,0
PIK3R1,TYMS,A549,0
CDKN1B,NF1,A549,0
CHEK1,TP53,A549,0
CDH1,CHEK1,A549,0
PPP1R13L,TP53BP2,A549,0
PPP1R13B,TP53BP2,A549,0
FBP1,HK3,A549,0
GOT2,LDHA,A549,0
ERN1,ERN2,A549,0
PDHA2,PFKM,A549,0
ALK,RB1,A549,0
BCL2,MTOR,A549,1
BTK,MSH6,A549,0
BCL2,MAPK3,A549,0
KCNA1,KCNC1,A549,0
BPGM,PGAM1,A549,0
CDK1,CDK6,A549,0
GOT1,PGD,A549,0
PIK3R1,TSC1,A549,0
RRM2,VHL,A549,0
JAK2,SMARCB1,A549,0
CDK4,VEGFA,A549,0
PFKL,TKT,A549,0
FGFR3,MTOR,A549,0
CHEK2,SMARCA4,A549,0
APC,GATA3,A549,1
ATP1A2,ATP1A3,A549,0
BCL2,CDK6,A549,0
DHFR,PIK3CA,A549,0
AKT1,UBC,A549,0
ENO3,PKM,A549,0
CASP3,CASP6,A549,0
CASP8,CDKN2A,A549,0
PDHA2,PFKP,A549,0
RB1,TSC1,A549,0
PGK2,RPIA,A549,0
LDHA,TPI1,A549,0
ADA,MTOR,A549,0
ROR1,TP53,A549,0
UBE2A,UBE2W,A549,0
H6PD,ME1,A549,0
CDK4,CDKN2A,A549,0
BCL2L10,CHEK2,A549,0
MET,SMO,A549,0
DLD,PDHX,A549,0
BRAF,WEE1,A549,0
TRIM21,TRIM6,A549,0
GAPDH,GAPDHS,A549,0
DNM1,DNM3,A549,0
HK1,LDHA,A549,0
HNRNPC,RALY,A549,0
GOT1,PDHA2,A549,0
BCL2A1,HSP90AA1,A549,0
ALDOA,GAPDH,A549,0
KDM6A,RPS6KB1,A549,0
PDHA1,PDHA2,A549,0
HK2,PGK2,A549,0
MAP3K1,SMARCB1,A549,0
JAK2,PBRM1,A549,0
BCL2,MAPK1,A549,0
ABL1,EGFR,A549,0
CHEK2,SETD2,A549,0
RPS6KB1,VEGFA,A549,0
BCL2,CDKN1B,A549,0
PIK3R1,ROR1,A549,0
HDAC1,ROR1,A549,0
ABL1,MSH6,A549,0
FLT3,SMAD4,A549,0
HDAC6,TYMS,A549,0
ERBB2,SMAD4,A549,0
ERBB2,IGF1R,A549,0
AKT1,MAPK1,A549,0
CDK6,MET,A549,0
HK2,PGLS,A549,0
BRD4,PDGFRA,A549,0
CHEK1,MAPK1,A549,0
DPP4,FAP,A549,0
ARID1A,FLT3,A549,0
KIT,WEE1,A549,0
RPS6KB1,RUNX1,A549,0
ARID2,RUNX1,A549,1
ERBB2,FGFR3,A549,0
SETD2,SMAD4,A549,0
DLAT,PFKM,A549,0
CDK4,PDGFRA,A549,0
PFKM,PFKP,A549,0
BRCA2,FNTA,A549,0
GAPDHS,LDHAL6B,A549,0
APC,TSC1,A549,1
BTK,KMT2D,A549,0
ABL1,ALK,A549,0
CASP8,MTOR,A549,0
TUBB,TUBB4A,A549,0
BCL2L14,BID,A549,0
MDH1,PKLR,A549,0
MAP2K1,VHL,A549,0
PRMT3,PRMT8,A549,0
MSH6,NF1,A549,0
FBP1,PKM,A549,0
RPE,RPIA,A549,0
CRAT,CROT,A549,0
PRKCA,PRKCZ,A549,0
GOT1,LDHC,A549,0
KIT,TYMS,A549,0
ARID2,BCL2,A549,0
ATM,TP53,A549,0
JAK2,SRC,A549,0
BRAF,DHFR,A549,0
FLT3,SMARCA4,A549,0
PIK3CA,SMAD4,A549,0
KIT,PIK3CA,A549,0
BRCA2,MAP2K1,A549,0
PDGFRA,SRC,A549,0
CHEK2,FNTA,A549,0
CDKN1B,HSP90AA1,A549,0
BCL2A1,MAPK3,A549,0
CDH1,TP53,A549,0
BAD,BID,A549,0
RUNX1,TSC1,A549,0
NME8,NME9,A549,0
CDKN2A,FGFR2,A549,0
KCNC1,KCNC4,A549,0
CDK4,KMT2D,A549,0
MAPK1,PARP1,A549,0
LPIN1,LPIN2,A549,0
DHFR,KDM6A,A549,0
ALK,HSP90AA1,A549,0
ATP12A,ATP1A3,A549,0
APC,RUNX1,A549,1
KCNC1,KCNC3,A549,0
KIT,RRM2,A549,0
PPIL2,PPIL3,A549,0
APC,MSH6,A549,1
BOK,HRK,A549,0
PDHA1,TALDO1,A549,0
ATM,SMARCA4,A549,0
BCL2L2,UBB,A549,0
LDHAL6B,PDHX,A549,0
ARID2,ERBB2,A549,0
ABL1,CHEK2,A549,0
APC,FGFR3,A549,0
ATM,TSC1,A549,0
ALK,VHL,A549,0
PPP1R10,PRR3,A549,0
UBE2D1,UBE2L6,A549,0
AKT1,MAPK3,A549,0
ERBB2,MAP3K1,A549,1
ENO2,MDH1,A549,0
CDK6,EGFR,A549,1
ARID2,SMARCA4,A549,1
CARD11,CARD9,A549,0
GOT1,MDH2,A549,0
ABL1,KMT2D,A549,0
MSH6,RUNX1,A549,0
CHEK1,MCL1,A549,0
HSP90AA1,TSC1,A549,0
HDAC1,HDAC6,A549,0
CDKN1B,VHL,A549,0
CDK4,MSH6,A549,0
BRD4,IGF1R,A549,0
NF1,PIK3CA,A549,0
ATM,HSP90AA1,A549,0
ALDOA,PGAM2,A549,0
ARID2,MAP2K1,A549,0
BRAF,BTK,A549,0
ATP2B1,ATP2B2,A549,0
FBP1,LDHC,A549,0
EGFR,MSH6,A549,0
ENO2,HK1,A549,0
LDHA,LDHAL6B,A549,0
DLAT,TKT,A549,0
BCL2L11,HRK,A549,0
ARID2,CHEK2,A549,1
KCNB2,KCNG4,A549,0
FNTA,SETD2,A549,0
MAP3K1,RRM2,A549,0
GATA3,SRC,A549,0
KCNA7,KCNC1,A549,0
BCL2L2,MAP2K2,A549,0
LDHC,PGK1,A549,0
SMO,VHL,A549,0
BTK,HDAC6,A549,0
ATM,MAP3K1,A549,0
MET,PARP1,A549,0
GANAB,GANC,A549,0
CASP8,FGFR3,A549,0
LPIN2,LPIN3,A549,0
NF1,VHL,A549,0
PIK3R1,RPS6KB1,A549,0
MTHFS,ST20-MTHFS,A549,0
HK3,PFKP,A549,0
MTOR,UBB,A549,0
FLT3,RB1,A549,0
LDHA,UEVLD,A549,0
ARID2,SMO,A549,1
HSP90AA1,VHL,A549,1
CHEK1,RUNX1,A549,0
PRKDC,VEGFA,A549,0
BTK,ERBB2,A549,0
ENO2,PFKM,A549,0
ATM,GATA3,A549,0
ABL1,TSC1,A549,0
CDK4,CHEK1,A549,0
KDM6A,KMT2D,A549,0
H6PD,TPI1,A549,0
BRD4,FNTA,A549,0
CHEK1,PDGFRA,A549,0
PDGFRA,ROR1,A549,0
FGFR2,NF1,A549,0
MAP3K1,MSH6,A549,0
GOT2,HK1,A549,0
DLAT,HK3,A549,0
CDK3,CDK6,A549,0
BRAF,MAP2K1,A549,0
CASP8,PARP1,A549,0
MSH6,PIK3R1,A549,0
CDK4,HDAC1,A549,0
DLD,TPI1,A549,0
CDK6,MAP2K1,A549,0
HK2,PFKL,A549,0
MLH1,PBRM1,A549,0
CDKN2A,RRM2,A549,0
BIRC3,XIAP,A549,0
GAPDHS,RPE,A549,0
CDK9,HSP90AA1,A549,0
ADAM12,ADAM15,A549,0
CDK9,PRKDC,A549,0
FGFR3,PTEN,A549,0
ALK,BTK,A549,1
PRKDC,RUNX1,A549,0
ABL1,MAP3K1,A549,0
ARID2,SETD2,A549,0
ERBB2,WEE1,A549,0
IGF1R,SMARCB1,A549,0
ATM,KMT2D,A549,0
CDKN1B,PBRM1,A549,0
ARID1A,FGFR2,A549,0
CDK6,RB1,A549,0
APC,ATM,A549,1
CDK4,MAP2K1,A549,0
ADAM2,ADAM9,A549,0
CASP1,CASP5,A549,0
H6PD,LDHAL6B,A549,0
FBP2,MDH2,A549,0
FBP1,LDHAL6B,A549,0
ADA,TYMS,A549,0
ARID2,TYMS,A549,0
CDK4,TP53,A549,0
FNTA,SMO,A549,0
BRAF,TSC1,A549,0
ABL1,HSP90AA1,A549,0
BRAF,VHL,A549,0
GAPDH,HK1,A549,0
PBRM1,TSC1,A549,0
FBP2,PGLS,A549,0
ABL1,ARID1A,A549,0
SMARCA4,TYMS,A549,0
BRD4,MAP3K1,A549,1
BCL2A1,MTOR,A549,0
ALK,CDK4,A549,0
KCNA1,KCND2,A549,0
KCND1,KCND3,A549,0
FGFR2,RPS6KB1,A549,0
PFKM,PGAM1,A549,0
MYBL1,MYBL2,A549,0
PRKDC,SMARCA4,A549,0
CDKN1B,SETD2,A549,0
PGD,TKT,A549,0
CASP8,FNTA,A549,0
BID,BNIP3L,A549,0
SMO,TP53,A549,0
HK1,PFKL,A549,0
PFKP,PGAM2,A549,0
MTOR,ROR1,A549,0
ADA,BCL2,A549,0
PRKCA,PRKCQ,A549,0
ALDOB,FBP1,A549,0
ENO3,GAPDHS,A549,0
MTOR,VEGFA,A549,0
RPS27,RPS27L,A549,0
CALM3,CALML3,A549,0
MAP3K1,SETD2,A549,1
BAX,BCL2L11,A549,0
PGAM2,TKT,A549,0
MAPK10,MAPK8,A549,0
MDH1,PGK1,A549,0
ENO1,PDHA1,A549,0
BBC3,BNIP3L,A549,0
MAP2K1,TYMS,A549,0
DHFR,HDAC1,A549,0
AKT1,BCL2L1,A549,0
PLK1,PLK3,A549,0
EGFR,KMT2D,A549,0
CHEK1,HSP90AA1,A549,0
LDHA,LDHC,A549,0
PARP1,TYMS,A549,0
AKT1,MET,A549,0
DHFR,ROR1,A549,0
AURKB,AURKC,A549,0
PGAM2,RPE,A549,0
PRKDC,SMAD4,A549,1
PDGFRA,VEGFA,A549,0
FBP2,LDHA,A549,0
CDH1,RB1,A549,0
CASP8,PTEN,A549,0
ELOVL2,ELOVL5,A549,0
PDHA2,PDHB,A549,0
MLH1,MSH6,A549,0
DLAT,PKM,A549,0
EGFR,KDM6A,A549,0
ABL1,HDAC1,A549,0
CHEK2,HDAC6,A549,0
HDAC6,NF1,A549,0
ALK,CDK9,A549,0
BNIP3,BOK,A549,0
JAK2,TP53,A549,0
BCL2L1,PARP2,A549,0
PARP2,WEE1,A549,0
BRD4,MLH1,A549,0
FGFR2,KMT2D,A549,0
KCNG3,KCNS3,A549,0
HDAC2,HDAC3,A549,0
CDK4,DHFR,A549,0
CALM3,TNNC1,A549,0
PLXNA2,PLXNB1,A549,0
ADAM12,ADAM9,A549,0
JAK2,MAP3K1,A549,0
FBP1,GAPDHS,A549,0
EIF4A1,EIF4A3,A549,0
DLAT,G6PD,A549,0
ADA,FNTA,A549,0
BCL2,PBRM1,A549,0
BCL2,PTEN,A549,0
PDHB,PGAM2,A549,0
LDHB,PKLR,A549,0
FBP1,RPE,A549,0
ARID2,MTOR,A549,0
ABL1,CASP8,A549,0
GOT1,PGLS,A549,0
CDKN1B,PIK3CA,A549,0
AKT1,FNTA,A549,0
TRIM22,TRIM6,A549,0
ALK,ARID2,A549,0
ARID2,TSC1,A549,0
PDHA1,RPIA,A549,0
ENO1,PKM,A549,0
MAP3K1,SMARCA4,A549,1
MAP2K1,PIK3CA,A549,0
MSH6,TSC1,A549,0
ALDOC,LDHB,A549,0
FGFR3,SRC,A549,0
DAPK3,MYLK,A549,0
FLT3,PBRM1,A549,0
CTSG,GZMB,A549,0
ROR1,TSC1,A549,0
MSH6,VEGFA,A549,0
BCL2L10,MAPK3,A549,0
DAPK2,STK17B,A549,0
LDHAL6B,RPE,A549,0
ME2,RPIA,A549,0
MTOR,SMAD4,A549,0
ADA,CASP8,A549,0
ARID2,PARP1,A549,0
FLT3,SMO,A549,0
CDKN2A,PBRM1,A549,0
SETD2,TSC1,A549,0
MAP2K1,SETD2,A549,0
BRD4,HDAC6,A549,0
PDHA1,PFKM,A549,0
ADA,GATA3,A549,0
GOT2,PKLR,A549,0
GATA3,PIK3CA,A549,0
ATM,WEE1,A549,0
EGFR,PDGFRA,A549,0
CDK4,FGFR2,A549,0
FNTA,MAP2K1,A549,0
ENO2,H6PD,A549,0
FKBP1A,FKBP5,A549,0
PSMB5,PSMB8,A549,0
PARP1,PARP2,A549,0
HDAC6,WEE1,A549,0
MET,MSH6,A549,0
SMAD4,VHL,A549,1
MAPK3,UBC,A549,0
RRM2,RUNX1,A549,0
FBP1,GOT1,A549,0
GATA3,PTEN,A549,0
ADA,IGF1R,A549,0
ALDOB,TPI1,A549,0
KMT2D,PBRM1,A549,0
ENO2,PGLS,A549,0
ABL1,APC,A549,1
BTK,SMAD4,A549,1
DLD,TKT,A549,0
CDH1,MTOR,A549,0
CDKN1B,IGF1R,A549,0
ALDOB,LDHC,A549,0
HDAC1,SMARCB1,A549,0
FNTA,PIK3CA,A549,0
RBX1,RNF7,A549,0
ADA,ATM,A549,0
CDK9,RRM2,A549,0
GAPDHS,PGK2,A549,0
CDKN2A,MSH6,A549,0
HSP90AA1,PBRM1,A549,0
CDK4,ERBB2,A549,0
ADA,SRC,A549,0
PLCB1,PLCB3,A549,0
CDK1,CDK4,A549,0
HDAC1,IGF1R,A549,0
DLD,PKM,A549,0
FBP2,PGK1,A549,0
CHEK2,MAPK1,A549,0
ENO2,G6PD,A549,0
GATA3,TYMS,A549,0
MAP2K1,PRKDC,A549,0
ARID2,CDK4,A549,0
GAPDH,PDHA2,A549,0
KIT,SMARCB1,A549,0
RPE,TPI1,A549,0
FGFR3,KMT2D,A549,0
MAPK1,MAPK3,A549,0
BAK1,BBC3,A549,0
CDK9,MLH1,A549,0
CDKN2A,PTEN,A549,0
PIK3CA,SMARCA4,A549,0
ATP2B3,ATP2B4,A549,0
GRK5,GRK6,A549,0
PFKP,PGK1,A549,0
CHEK1,UBB,A549,0
CDKN2A,ROR1,A549,0
BCL2,FLT3,A549,0
MAP3K1,SMO,A549,0
TKT,TKTL2,A549,0
PFKM,PGK1,A549,0
ABL1,PIK3R1,A549,0
BRAF,RB1,A549,0
DLAT,PDHA2,A549,0
